College Name,Location,Rating,Reviews,NIRF Ranking,College URL,Course Title,Total Fees,Course Mode,Course Duration,Course Description,Eligibility Criteria,Selection Process,Entrance Exam,Total Seats
"BHU Varanasi - Banaras Hindu University, Varanasi",N/A,4.4/5,507 Reviews,NIRF Ranking: 11,https://www.careers360.com/university/banaras-hindu-university-varanasi/msc-mathematics-course,M.Sc Mathematics at BHU Varanasi Offline Course,General₹ 5.86 K,Full time,24 Months,"Master of Science in Mathematics is two years full-time postgraduate program and it is offered by Banaras Hindu University, Varanasi.",A candidate must have passed the B.Sc. (Hons.)/ B.Sc. under at least 10+2+3 pattern securing a minimum of 50% marks in the aggregate in Science subjects (considering all the three years of B.Sc. Course). The subject in which admission is sought must be Hons. a subject at B.Sc. (Hons.) level/a subject studied in all the three years at the Graduate level.,The admissions shall be made strictly on the basis of merit index in the PET.,CUET PG,115
IIT Hyderabad - Indian Institute of Technology Hyderabad,N/A,4.6/5,28 Reviews,NIRF Ranking: 12,https://www.careers360.com/university/indian-institute-of-technology-hyderabad/msc-chemistry-course,M.Sc Chemistry at IIT Hyderabad Offline Course,General₹ 81.10 K,Full time,24 Months,Master of Science (M.Sc) in Chemistry is a full-time two-year postgraduate course offered by the Indian Institute of Technology Hyderabad.,"The candidates who qualify in JAM shall have to fulfill the following Eligibility Requirement (ER) for admissions in IITs.All candidates admitted through JAM should have a Bachelor's degree.In the qualifying degree, the aggregate marks or CGPA/CPI without rounding-off (taking into account all subjects, including languages and subsidiaries, all years combined) should be at least 55% or 5.5 out of 10 for General/OBC (NCL) category candidates and 50% or 5.0 out of 10 for SC/ST and PwD category candidatesFor Candidates with letter grades/CGPA (instead of a percentage of marks), the equivalence in percentage of marks will be decided by the Admitting Institute(s).",Admissions are based on the basis JAM exam,JAM,40
"JMI New Delhi - Jamia Millia Islamia, New Delhi",N/A,4.5/5,405 Reviews,NIRF Ranking: 13,https://www.careers360.com/university/jamia-millia-islamia-new-delhi/mca-course,MCA at JMI New Delhi Offline Course,General₹ 17.00 K,Full time,24 Months,"Master of Computer Application (MCA) is a two years full-time course postgraduate offered by Jamia Millia Islamia, New Delhi.","Bachelor’s degree in Science/ Natural Science / Social Science/ Engineering /Technology with 50% marks in aggregate or equivalent grade and Mathematics
as one of the subjects at 10+2 or higher level OR BCA/ BSc (IT/CS) with at least 50%marks or equivalent grade.",Admission in Jamia Milia Islamia is through a combined admission test Conducted by the University Evey Year.,N/A,50
"Manipal Academy of Higher Education (MAHE) - Manipal Academy of Higher Education, Manipal",N/A,4.5/5,31 Reviews,NIRF Ranking: 14,https://www.careers360.com/colleges/manipal-institute-of-virology-manipal/msc-clinical-virology-course,"M.Sc Clinical Virology at Manipal Institute of Virology, Manipal Offline Course",General₹ 3.96 L,Full time,24 Months,"Master of Science (M.Sc) in Clinical Virology is a full-time two-year postgraduate course offered by Manipal Academy of Higher Education, Manipal.","The Candidates pass Bachelor's degree in Life Sciences (Microbiology / Biotechnology / Biochemistry / Botany / Zoology) or MBBS / BVSc / BSc-MLT or any other related subjects from a recognized University, with minimum 60% aggregate marks or an equivalent CGPA.",Admissions are on the basis of merit.,N/A,80
"DU Delhi - University of Delhi, Delhi",N/A,4.2/5,280 Reviews,NIRF Ranking: 15,https://www.careers360.com/university/university-of-delhi-delhi/msc-informatics-course,M.Sc Informatics at DU Delhi Offline Course,N/A,Full time,24 Months,"Master of Science in Informatics is two years full time postgraduate course, and it is offered by the University of Delhi, Delhi.",Bachelor's Degree under 10+2+3 scheme (B.Sc/B.Sc(H)/B.Appl.Sc) 50% marks in aggregate or equivalent grade in Physical Sciences or Chemical Sciences or Electronic Sciences or Mathematical Sciences or Computer Sciences or any combinations of subjects with at least two from these disciplines.B.E./B.Tech. Degree in any discipline. 50% Marks in aggregate or equivalent grade.BCA (with 10+2 in PCM) and BIT (with 10+2 in PCM) 50% Marks in aggregate or equivalent grade.,Admissions are done on the basis of entrance test.,CUET PG,78
"AMU Aligarh - Aligarh Muslim University, Aligarh",N/A,4.7/5,417 Reviews,NIRF Ranking: 16,https://www.careers360.com/university/aligarh-muslim-university-aligarh/mca-course,MCA at AMU Aligarh Offline Course,N/A,Full time,36 Months,"Master of Computer Application (MCA) is a full-time two-year postgraduate degree course and it is offered by the Aligarh Muslim University, Aligarh.","B. Tech/BArch/B.E with 55% marks in aggregate.Bachelor Degree in Science from a recognized University with 55% marks in aggregate and must have studied Mathematics along with any two of the following subjects-Statistics, Physics, Chemistry, Computer Application, Computer Maintenance, Information Technology as main or subsidiary subject at the qualifying examination. Must have studied Physics and Mathematics in the Senior Secondary School Certificate or its equivalent Course.",Selection Through Admission Test.,AMU Entrance Test,60
"Jadavpur University, Kolkata",N/A,4.6/5,231 Reviews,NIRF Ranking: 17,https://www.careers360.com/university/jadavpur-university-kolkata/msc-mathematics-course,"M.Sc Mathematics at Jadavpur University, Kolkata Offline Course",N/A,Full time,24 Months,"Master of Science in Mathematics is a two-year full-time course degree and it is offered by Jadavpur University, Kolkata.",A candidate who has passed Bachelor degree of 3 years duration (B.Sc. or equivalent) under 10+2+3 pattern from any recognized university.,N/A,N/A,60
"VIT Vellore - Vellore Institute of Technology, Vellore",N/A,4.4/5,798 Reviews,NIRF Ranking: 19,https://www.careers360.com/university/vellore-institute-of-technology-vellore/mca-course,MCA at VIT Vellore Offline Course,General₹ 2.74 L,Full time,24 Months,This is a two year postgraduate programme in computer applications. The degree for this course will be provided by Vellore Institute of Technology.,"NationalityThe applicant for admission should be a Resident Indian National and should have graduated from Institutions located in India.Candidates should have graduated with a full-time degree from any recognized University/Institute with a minimum aggregate of 60% or First class for the MCA degree program.Consistent Record in X and XII Std is required.Candidates appearing for their final degree exam / final semester exam in the current year are also eligible to apply.Candidates should have completed their final Semester/year exams before the selection counseling at VITThe candidates should produce a statement of final year marks and Provisional degree certificate before August 15th, 2020, failing which admission will be canceled with the forfeit of admission feeRecognized Bachelor’s Degree of Minimum 3 Yrs duration in BCA, B.Sc (IT/Computer Science) with Mathematics as a course at 10+2 level or at Graduate Level. Obtained at least 60% or Ist Class at the qualifying Examination.","The applicants should register for VITMEE, a Computer Based Objective test at indicated test centres.",VITMEE,240
"SRM University Chennai - SRM Institute of Science and Technology, Chennai",N/A,4.3/5,737 Reviews,NIRF Ranking: 21,https://www.careers360.com/university/srm-institute-of-science-and-technology-chennai/msc-applied-data-science-course,M.Sc Applied Data Science at SRM University Chennai Offline Course,General₹ 2.60 L,Full time,24 Months,"Master of Science (M.Sc) in Applied Data Science is two years full-time post graduate program and it is offered by the SRM Institute of Science and Technology, Chennai.",B.Sc IT / B.Sc Computer Science/ BCA/ B.Sc Mathematics / B.Sc Statistics/ B.Sc Physics/ B.Sc Electronics / Triple major subjects with Computer Science as one of the Major subjects.  (Minimum Aggregate of 50%),Admission is done based on fulfilling the requirement of minimum marks in the qualifying examination.,N/A,240
"BITS Pilani - Birla Institute of Technology and Science, Pilani",N/A,4.5/5,266 Reviews,NIRF Ranking: 23,https://www.careers360.com/university/birla-institute-of-technology-and-science-pilani/mpharma-pharmaceutics-course,M.Pharma Pharmaceutics at BITS Pilani Offline Course,General₹ 11.44 L,Full time,24 Months,"Master of Pharmacy in Pharmaceutics is two years full-time Course offered by Birla Institute of Technology and Science, Pilani and Approved by Pharmacy Council of India (PCI).",The candidate should have passed An integrated first degree of BITS in Pharmacy or its equivalent with minimum 60% marks from any recognized college/ university.,Admissions based on GPAT (for M. Pharm.) score and Admissions based on the marks obtained in the online HD test conducted by BITS.,GPAT,15
"Siksha 'O' Anusandhan, Bhubaneswar",N/A,4.1/5,151 Reviews,NIRF Ranking: 24,https://www.careers360.com/university/siksha-o-anusandhan-bhubaneswar/mca-course,"MCA at Siksha 'O' Anusandhan, Bhubaneswar Offline Course",General₹ 3.65 L,Full time,24 Months,"Master of Computer Application (MCA) is two years full-time Postgraduate program and it is offered by Siksha O Anusandhan University, Bhubaneshwar with the approval of AICTE.",A Candidate must have passed or appeared at three year Bachelor Degree in any discipline or  Bachelor Degree in Computer Science Engineering or equivalent Degree from any recognized University with at least 50% of marks (45% in case of candidates belonging to SC / ST / OBC Category) having Mathematics at 10+2 level or at +3 level. Candidates having Business mathematics at +2 or +3 level are not eligible.,Admission to all courses will be made through a Common Admission Test (SAAT) conducted by Siksha ‘O’ Anusadhan University.,SAAT,360
"University of Hyderabad - University of Hyderabad, Hyderabad",N/A,4.8/5,37 Reviews,NIRF Ranking: 25,https://www.careers360.com/university/university-of-hyderabad-hyderabad/msc-mathematics-course,M.Sc Mathematics at University of Hyderabad Offline Course,General₹ 20.02 K,Full time,24 Months,"Master of Science (M.Sc) in Mathematics/ Applied Mathematics is a full-time two-year postgraduate degree course, and it is offered by the University of Hyderabad, Hyderabad.",A candidate must have passed with the Bachelor’s degree with a minimum of 60% marks in the aggregate of optional subjects with Mathematics/ Statistics as one of the subjects; OR with at least 55% of marks for those students who have done B.A. /B.Sc. (Hons) course in Maths / Statistics from any recognized university.,Admissions are done through entrance exam and interview.,CUET PG,75
"Calcutta University - University of Calcutta, Kolkata",N/A,4.2/5,57 Reviews,NIRF Ranking: 26,https://www.careers360.com/colleges/raja-bazar-science-college-university-of-calcutta-kolkata/msc-chemistry-course,"M.Sc Chemistry at Raja Bazar Science College, University of Calcutta, Kolkata Offline Course",N/A,Full time,24 Months,"Master of Science ( M.Sc ) in Chemistry is a full-time two-year postgraduate course offered by the University of Calcutta, Kolkata.",Graduate with Honours in Chemistry with a minimum of 55%  of marks in Chemistry (decided by the admission committee and that may vary from year to year).,N/A,N/A,74
"Homi Bhabha National Institute, Mumbai",N/A,N/A,N/A,NIRF Ranking: 27,https://www.careers360.com/colleges/tata-memorial-hospital-mumbai/mch-surgical-oncology-course,"M.Ch Surgical Oncology at Tata Memorial Hospital, Mumbai Offline Course",N/A,Full time,36 Months,"Master of Chirurgiae(M.Ch) in Surgical Oncology is three years full-time program offered by Homi Bhabha National Institute, Mumbai, and approved by the National  Medical Council of India (NMC).",Candidates must possess a recognized degree of M.S. (or its equivalent recognized degree) in the subjects shown against them.,All admissions of M.Ch courses are made through NEET.,NEET SS,24
"KIIT University - Kalinga Institute of Industrial Technology, Bhubaneswar",N/A,4.3/5,567 Reviews,NIRF Ranking: 28,https://www.careers360.com/university/kalinga-institute-of-industrial-technology-bhubaneswar/mca-course,MCA at KIIT University Offline Course,General₹ 5.55 L,Full time,24 Months,"MCA is a two year (four semester) course approved by All India Council of Technical Education (AICTE). The selection is based on performance in the qualifying exam and written test. While an MCA degree opens doors for a good career, it may be necessary for those aspiring to move onto the fast track, to supplement their knowledge with the latest programming languages.",Any Graduate with minimum 50% marks in graduation or equivalent having mathematics either in 10+2 or graduation level as one of the subject.,"KIIT Entrance Examination (KIITEE) is the All India Entrance Examination conducted by KIIT , Bhubaneswar for admission.",KIITEE,300
IIT Gandhinagar (IIT GN) - Indian Institute of Technology Gandhinagar,N/A,4.4/5,21 Reviews,NIRF Ranking: 29,https://www.careers360.com/university/indian-institute-of-technology-gandhinagar/msc-chemistry-course,M.Sc Chemistry at IIT Gandhinagar (IIT GN) Offline Course,N/A,Full time,24 Months,"Master of Science in Chemistry is two years (4 Semester) full-time postgraduate program in science stream offered by the Indian Institute of Technology, Gandhinagar.",BSc students from select colleges who will graduate in 2022 or have graduated in 2021 and are among the top 5 rank holders in the departments at the end of their pre-final year ( at the end of their final year for 2021 graduates) for candidates from General/EWS/OBC OR top 10 rank holders in the departments at the end of their pre-final year ( at the end of their final year for 2021 graduates) for candidates from SC/ST categories are eligible to apply.BTech students from NITs and select colleges who will graduate in 2022 or have graduated in 2021 and are among the top 5 rank holders in the departments at the end of their pre-final year ( at the end of their final year for 2021 graduates) for candidates from General/EWS/OBC OR top 10 rand holders in the departments at the end of their pre-final year ( at the end of their final year for 2021 graduates) for candidates from SC/ST categories are eligible to apply.BTech students from IITs who will graduate in 2022 or have graduated in 2021 with a CPI/CGPA of not less than 6.0 at the end of their 3rd year and 4th year respectively are eligible to apply.,"Admission is generally offered on the basis of a written test and/or interview. The final selection will be mainly based on academic credentials, written test and/or interview.In view of the current Covid-19 scenario all interviews will be done via online mode.",JAM,45
IIT BHU - Indian Institute of Technology Banaras Hindu University Varanasi,N/A,4.6/5,161 Reviews,NIRF Ranking: 30,https://www.careers360.com/university/indian-institute-of-technology-banaras-hindu-university-varanasi/msc-chemistry-course,M.Sc Chemistry at IIT BHU Offline Course,N/A,Full time,24 Months,Master of Science in Chemistry is full time one year course degree offered by Indian Institute of Technology Banaras Hindu University Varanasi.,The candidate should have passed in Chemistry for three years/six semesters..,N/A,JAM,25
NIT Trichy - National Institute of Technology Tiruchirappalli,N/A,4.4/5,305 Reviews,NIRF Ranking: 31,https://www.careers360.com/university/national-institute-of-technology-tiruchirappalli/mca-course,MCA at NIT Trichy Offline Course,General₹ 2.18 L,Full time,36 Months,"The Department of Computer Applications is one of the pioneering departments of the institution that offers Information Technology courses such as MCA and one among the top five offering MCA courses in the country. It is committed to impart quality education in the sub-fields of IT, a field growing in leaps and bounds. The curriculum is so made that the course provides a good theoretical foundation through high-quality teaching complemented by extensive practical training. It is dedicated to the mission of inculcating value-based, socially committed professionalism to the cause of overall development of students and society.","Candidates, with 60% marks (6.5/10 CGPA) in Bachelor’s degree of Full Time 3 years duration from a recognized University with Mathematics / Statistics / Business Maths. as one of the subjects in any one semester/year, both in graduation and at 10+2 level are eligible. For SC/ST candidates the percentage of marks required is 55%(6.0/10 CGPA). Those candidates who are appearing for the qualifying examinations are also eligible to appear for the test. However, they will have to furnish proof of having passed in the qualifying examination, with 60% marks, at the time of counselling /admission. Indian Nationals only are eligible to appear for the NIMCET.",An admission to MCA Programme is based on the scores in NIT MCA Common Entrance Test (NIMCET).,NIMCET,115
IIT Indore - Indian Institute of Technology Indore,N/A,4.6/5,36 Reviews,NIRF Ranking: 33,https://www.careers360.com/university/indian-institute-of-technology-indore/msc-chemistry-course,M.Sc Chemistry at IIT Indore Offline Course,General₹ 1.28 L,Full time,24 Months,Master of Science in Chemistry is a two-year full-time with provision of converting to MSc + Ph.D. dual degree at the end of 3rd Semester course offered by Indian Institute of Technology Indore.,A candidate who has passed Bachelor degree of 3 years duration (B.Sc. or equivalent) under 10+2+3 pattern from any recognized university.,Applicants can apply for Admission based on (JAM)-Joint Admission Test for M.Sc.,JAM,30
