College Name,Location,Rating,Reviews,NIRF Ranking,College URL,Course Title,Total Fees,Course Mode,Course Duration,Course Description,Eligibility Criteria,Selection Process,Entrance Exam,Total Seats
"BHU Varanasi - Banaras Hindu University, Varanasi",N/A,4.4/5,507 Reviews,NIRF Ranking: 11,https://www.careers360.com/university/banaras-hindu-university-varanasi/msc-mathematics-course,M.Sc Mathematics at BHU Varanasi Offline Course,General₹ 5.86 K,Full time,24 Months,"Master of Science in Mathematics is two years full-time postgraduate program and it is offered by Banaras Hindu University, Varanasi.",A candidate must have passed the B.Sc. (Hons.)/ B.Sc. under at least 10+2+3 pattern securing a minimum of 50% marks in the aggregate in Science subjects (considering all the three years of B.Sc. Course). The subject in which admission is sought must be Hons. a subject at B.Sc. (Hons.) level/a subject studied in all the three years at the Graduate level.,The admissions shall be made strictly on the basis of merit index in the PET.,CUET PG,115
IIT Hyderabad - Indian Institute of Technology Hyderabad,N/A,4.6/5,28 Reviews,NIRF Ranking: 12,https://www.careers360.com/university/indian-institute-of-technology-hyderabad/msc-chemistry-course,,,,,,,,,
"JMI New Delhi - Jamia Millia Islamia, New Delhi",N/A,4.5/5,405 Reviews,NIRF Ranking: 13,https://www.careers360.com/university/jamia-millia-islamia-new-delhi/mca-course,,,,,,,,,
"Manipal Academy of Higher Education (MAHE) - Manipal Academy of Higher Education, Manipal",N/A,4.5/5,31 Reviews,NIRF Ranking: 14,https://www.careers360.com/colleges/manipal-institute-of-virology-manipal/msc-clinical-virology-course,,,,,,,,,
"DU Delhi - University of Delhi, Delhi",N/A,4.2/5,280 Reviews,NIRF Ranking: 15,https://www.careers360.com/university/university-of-delhi-delhi/msc-informatics-course,,,,,,,,,
"AMU Aligarh - Aligarh Muslim University, Aligarh",N/A,4.7/5,417 Reviews,NIRF Ranking: 16,https://www.careers360.com/university/aligarh-muslim-university-aligarh/mca-course,,,,,,,,,
"Jadavpur University, Kolkata",N/A,4.6/5,231 Reviews,NIRF Ranking: 17,https://www.careers360.com/university/jadavpur-university-kolkata/msc-mathematics-course,,,,,,,,,
"VIT Vellore - Vellore Institute of Technology, Vellore",N/A,4.4/5,798 Reviews,NIRF Ranking: 19,https://www.careers360.com/university/vellore-institute-of-technology-vellore/mca-course,,,,,,,,,
"SRM University Chennai - SRM Institute of Science and Technology, Chennai",N/A,4.3/5,737 Reviews,NIRF Ranking: 21,https://www.careers360.com/university/srm-institute-of-science-and-technology-chennai/msc-applied-data-science-course,,,,,,,,,
"BITS Pilani - Birla Institute of Technology and Science, Pilani",N/A,4.5/5,266 Reviews,NIRF Ranking: 23,https://www.careers360.com/university/birla-institute-of-technology-and-science-pilani/mpharma-pharmaceutics-course,,,,,,,,,
"Siksha 'O' Anusandhan, Bhubaneswar",N/A,4.1/5,151 Reviews,NIRF Ranking: 24,https://www.careers360.com/university/siksha-o-anusandhan-bhubaneswar/mca-course,,,,,,,,,
"University of Hyderabad - University of Hyderabad, Hyderabad",N/A,4.8/5,37 Reviews,NIRF Ranking: 25,https://www.careers360.com/university/university-of-hyderabad-hyderabad/msc-mathematics-course,,,,,,,,,
"Calcutta University - University of Calcutta, Kolkata",N/A,4.2/5,57 Reviews,NIRF Ranking: 26,https://www.careers360.com/colleges/raja-bazar-science-college-university-of-calcutta-kolkata/msc-chemistry-course,,,,,,,,,
"Homi Bhabha National Institute, Mumbai",N/A,N/A,N/A,NIRF Ranking: 27,https://www.careers360.com/colleges/tata-memorial-hospital-mumbai/mch-surgical-oncology-course,,,,,,,,,
"KIIT University - Kalinga Institute of Industrial Technology, Bhubaneswar",N/A,4.3/5,567 Reviews,NIRF Ranking: 28,https://www.careers360.com/university/kalinga-institute-of-industrial-technology-bhubaneswar/mca-course,,,,,,,,,
IIT Gandhinagar (IIT GN) - Indian Institute of Technology Gandhinagar,N/A,4.4/5,21 Reviews,NIRF Ranking: 29,https://www.careers360.com/university/indian-institute-of-technology-gandhinagar/msc-chemistry-course,,,,,,,,,
IIT BHU - Indian Institute of Technology Banaras Hindu University Varanasi,N/A,4.6/5,161 Reviews,NIRF Ranking: 30,https://www.careers360.com/university/indian-institute-of-technology-banaras-hindu-university-varanasi/msc-chemistry-course,,,,,,,,,
NIT Trichy - National Institute of Technology Tiruchirappalli,N/A,4.4/5,305 Reviews,NIRF Ranking: 31,https://www.careers360.com/university/national-institute-of-technology-tiruchirappalli/mca-course,,,,,,,,,
IIT Indore - Indian Institute of Technology Indore,N/A,4.6/5,36 Reviews,NIRF Ranking: 33,https://www.careers360.com/university/indian-institute-of-technology-indore/msc-chemistry-course,,,,,,,,,
NIT Rourkela - National Institute of Technology Rourkela,N/A,4.6/5,341 Reviews,NIRF Ranking: 34,https://www.careers360.com/university/national-institute-of-technology-rourkela/mtech-communication-and-networks-course,,,,,,,,,
IIT ISM Dhanbad - Indian Institute of Technology Indian School of Mines Dhanbad,N/A,4.3/5,204 Reviews,NIRF Ranking: 35,https://www.careers360.com/university/indian-institute-of-technology-indian-school-of-mines-dhanbad/mtech-electronics-and-communication-engineering-course,,,,,,,,,
"JSS Academy of Higher Education and Research, Mysuru",N/A,4.2/5,2 Reviews,NIRF Ranking: 36,https://www.careers360.com/colleges/school-of-life-sciences-jss-academy-of-higher-education-and-research-mysuru/msc-microbiology-course,,,,,,,,,
"UNIPUNE (Pune University) - Savitribai Phule Pune University, Pune",N/A,4.3/5,78 Reviews,NIRF Ranking: 37,https://www.careers360.com/colleges/sinhgad-institute-management-pune/mca-course-2,,,,,,,,,
"Kerala University - University of Kerala, Thiruvananthapuram",N/A,4.5/5,4 Reviews,NIRF Ranking: 38,https://www.careers360.com/colleges/sree-narayana-institute-of-technology-kollam/mca-course,,,,,,,,,
JIPMER Puducherry - Jawaharlal Institute of Postgraduate Medical Education and Research Puducherry,N/A,4.8/5,6 Reviews,NIRF Ranking: 39,https://www.careers360.com/university/jawaharlal-institute-of-postgraduate-medical-education-and-research-puducherry/ms-general-surgery-course,,,,,,,,,
"KL University Guntur - Koneru Lakshmaiah Education Foundation, Guntur",N/A,4.4/5,151 Reviews,NIRF Ranking: 40,https://www.careers360.com/university/koneru-lakshmaiah-education-foundation-guntur/mca-course,,,,,,,,,
IISER Pune - Indian Institute of Science Education and Research Pune,N/A,4.1/5,8 Reviews,NIRF Ranking: 42,https://www.careers360.com/university/indian-institute-of-science-education-and-research-pune/phd-biology-course,,,,,,,,,
"Thapar Institute of Engineering and Technology, Patiala",N/A,4.3/5,337 Reviews,NIRF Ranking: 43,https://www.careers360.com/university/thapar-institute-of-engineering-and-technology-patiala/me-computer-science-and-engineering-course,,,,,,,,,
"Bharathiar University - Bharathiar University, Coimbatore",N/A,4.1/5,13 Reviews,NIRF Ranking: 44,https://www.careers360.com/colleges/kgisl-institute-of-information-management-coimbatore/mca-course,,,,,,,,,
"LPU Jalandhar - Lovely Professional University, Phagwara",N/A,4.4/5,1152 Reviews,NIRF Ranking: 45,https://www.careers360.com/university/lovely-professional-university-phagwara/mpharma-pharmaceutical-analysis-course,,,,,,,,,
NIT Surathkal (NITK) - National Institute of Technology Karnataka Surathkal,N/A,4.4/5,95 Reviews,NIRF Ranking: 46,https://www.careers360.com/university/national-institute-of-technology-karnataka-surathkal/mtech-research-in-communication-engineering-and-networks-course,,,,,,,,,
"SASTRA University Thanjavur - Shanmugha Arts Science Technology Research and Academy, Thanjavur",N/A,4.2/5,183 Reviews,NIRF Ranking: 47,https://www.careers360.com/university/shanmugha-arts-science-technology-research-and-academy-thanjavur/mca-online-course,,,,,,,,,
IIT Ropar (IIT-RPR) - Indian Institute of Technology Ropar,N/A,4.5/5,126 Reviews,NIRF Ranking: 48,https://www.careers360.com/university/indian-institute-of-technology-ropar/msc-chemistry-course,,,,,,,,,
"Amity University, Noida",N/A,4.1/5,401 Reviews,NIRF Ranking: 49,https://www.careers360.com/colleges/amity-institute-of-pharmacy-noida/mpharma-pharmaceutics-course,,,,,,,,,
"Kalasalingam Academy of Research and Education, Virudhunagar",N/A,4.0/5,35 Reviews,NIRF Ranking: 50,https://www.careers360.com/university/kalasalingam-academy-of-research-and-education-virudhunagar/mca-course,,,,,,,,,
"CUSAT Kochi - Cochin University of Science and Technology, Kochi",N/A,4.3/5,36 Reviews,NIRF Ranking: 51,https://www.careers360.com/colleges/cochin-university-college-of-engineering-kuttanad/mca-course,,,,,,,,,
NIT Warangal - National Institute of Technology Warangal,N/A,4.6/5,142 Reviews,NIRF Ranking: 53,https://www.careers360.com/university/national-institute-of-technology-warangal/mtech-construction-technology-and-management-course,,,,,,,,,
NIT Calicut - National Institute of Technology Calicut,N/A,4.3/5,154 Reviews,NIRF Ranking: 54,https://www.careers360.com/university/national-institute-of-technology-calicut/mca-course,,,,,,,,,
"Bharathidasan University - Bharathidasan University, Tiruchirappalli",N/A,4.2/5,7 Reviews,NIRF Ranking: 55,https://www.careers360.com/colleges/annai-college-of-arts-and-science-kumbakonam/mca-course,,,,,,,,,
"ICT Mumbai - Institute of Chemical Technology, Mumbai",N/A,4.5/5,25 Reviews,NIRF Ranking: 56,https://www.careers360.com/colleges/institute-of-chemical-technology-mumbai-marathwada-campus-jalna/mtech-chemical-engineering-integrated-course,,,,,,,,,
"Gauhati University - Gauhati University, Guwahati",N/A,3.9/5,28 Reviews,NIRF Ranking: 57,https://www.careers360.com/university/gauhati-university-guwahati/msc-mathematics-course,,,,,,,,,
"BBAU Lucknow - Babasaheb Bhimrao Ambedkar University, Lucknow",N/A,4.4/5,46 Reviews,NIRF Ranking: 58,https://www.careers360.com/university/babasaheb-bhimrao-ambedkar-university-lucknow/msc-mathematics-course,,,,,,,,,
"Panjab University (PUCHD) - Panjab University, Chandigarh",N/A,4.2/5,127 Reviews,NIRF Ranking: 60,https://www.careers360.com/colleges/national-institute-of-technical-teachers-training-and-research-chandigarh/me-civil-engineering-construction-technology-and-manageme,,,,,,,,,
IISER Kolkata - Indian Institute of Science Education and Research Kolkata,N/A,3.9/5,4 Reviews,NIRF Ranking: 61,https://www.careers360.com/university/indian-institute-of-science-education-and-research-kolkata/ms-chemical-sciences-course,,,,,,,,,
"Jamia Hamdard, New Delhi",N/A,4.4/5,111 Reviews,NIRF Ranking: 62,https://www.careers360.com/university/jamia-hamdard-new-delhi/mtech-computer-science-and-engineering-part-time-course,,,,,,,,,
IISER Mohali - Indian Institute of Science Education and Research Mohali,N/A,4.3/5,10 Reviews,NIRF Ranking: 64,https://www.careers360.com/university/indian-institute-of-science-education-and-research-mohali/ms-phd-biology-integrated-course,,,,,,,,,
"Madras University - University of Madras, Chennai",N/A,4.4/5,9 Reviews,NIRF Ranking: 64,https://www.careers360.com/colleges/measi-institute-of-information-technology-chennai/mca-course,,,,,,,,,
"DTU Delhi - Delhi Technological University, Delhi",N/A,4.5/5,445 Reviews,NIRF Ranking: 66,https://www.careers360.com/university/delhi-technological-university-delhi/mtech-artificial-intelligence-course,,,,,,,,,
"MG University (MGU) - Mahatma Gandhi University, Kottayam",N/A,3.6/5,6 Reviews,NIRF Ranking: 67,https://www.careers360.com/colleges/mar-athanasios-college-for-advanced-studies-tiruvalla/mca-course,,,,,,,,,
IIT Jodhpur - Indian Institute of Technology Jodhpur,N/A,4.4/5,68 Reviews,NIRF Ranking: 68,https://www.careers360.com/university/indian-institute-of-technology-jodhpur/msc-mathematics-course,,,,,,,,,
"Kashmir University - University of Kashmir, Srinagar",N/A,4.0/5,20 Reviews,NIRF Ranking: 69,https://www.careers360.com/university/university-of-kashmir-srinagar/msc-mathematics-course,,,,,,,,,
"Osmania University - Osmania University, Hyderabad",N/A,4.0/5,52 Reviews,NIRF Ranking: 70,https://www.careers360.com/colleges/auroras-post-graduate-college-mca-ramanthapur/mca-course,,,,,,,,,
"DMIHER - Datta Meghe Institute of Higher Education and Research, Wardha",N/A,4.4/5,5 Reviews,NIRF Ranking: 71,https://www.careers360.com/university/datta-meghe-institute-of-higher-education-and-research-wardha/mca-course,,,,,,,,,
IIT Mandi - Indian Institute of Technology Mandi,N/A,4.4/5,27 Reviews,NIRF Ranking: 72,https://www.careers360.com/university/indian-institute-of-technology-mandi/msc-applied-mathematics-course,,,,,,,,,
IIT Patna - Indian Institute of Technology Patna,N/A,4.7/5,55 Reviews,NIRF Ranking: 73,https://www.careers360.com/university/indian-institute-of-technology-patna/msc-chemistry-course,,,,,,,,,
AIIMS Rishikesh - All India Institute of Medical Sciences Rishikesh,N/A,4.7/5,7 Reviews,NIRF Ranking: 74,https://www.careers360.com/university/all-india-institute-of-medical-sciences-rishikesh/mch-surgical-oncology-course,,,,,,,,,
ISI Kolkata - Indian Statistical Institute Kolkata,N/A,4.0/5,14 Reviews,NIRF Ranking: 75,https://www.careers360.com/university/indian-statistical-institute-kolkata/master-of-statistics-course,,,,,,,,,
"Alagappa University - Alagappa University, Karaikudi",N/A,4.2/5,4 Reviews,NIRF Ranking: 76,https://www.careers360.com/colleges/thassim-beevi-abdul-kader-college-for-women-kilakarai/mca-course,,,,,,,,,
VNIT Nagpur - Visvesvaraya National Institute of Technology Nagpur,N/A,4.2/5,124 Reviews,NIRF Ranking: 77,https://www.careers360.com/university/visvesvaraya-national-institute-of-technology-nagpur/mtech-computer-science-engineering-course,,,,,,,,,
IISER Bhopal - Indian Institute of Science Education and Research Bhopal,N/A,4.3/5,12 Reviews,NIRF Ranking: 78,https://www.careers360.com/university/indian-institute-of-science-education-and-research-bhopal/msc-mathematics-course,,,,,,,,,
"Graphic Era University, Dehradun",N/A,4.1/5,193 Reviews,NIRF Ranking: 79,https://www.careers360.com/university/graphic-era-university-dehradun/mca-course,,,,,,,,,
"PAU Ludhiana - Punjab Agricultural University, Ludhiana",N/A,4.2/5,7 Reviews,NIRF Ranking: 80,https://www.careers360.com/colleges/college-of-agricultural-engineering-and-technology-punjab-agricultural-university-ludhiana/mca-lateral-entry-course,,,,,,,,,
"SSN College of Engineering - Sri Sivasubramaniya Nadar College of Engineering, Kalavakkam",N/A,4.6/5,65 Reviews,NIRF Ranking: 81,https://www.careers360.com/colleges/sri-sivasubramaniya-nadar-college-of-engineering-kalavakkam/mtech-environmental-science-and-technology-course,,,,,,,,,
MNIT Jaipur - Malaviya National Institute of Technology Jaipur,N/A,4.3/5,277 Reviews,NIRF Ranking: 82,https://www.careers360.com/university/malaviya-national-institute-of-technology-jaipur/msc-applied-chemistry-course,,,,,,,,,
AIIMS Jodhpur - All India Institute of Medical Sciences Jodhpur,N/A,4.6/5,4 Reviews,NIRF Ranking: 83,https://www.careers360.com/university/all-india-institute-of-medical-sciences-jodhpur/ms-obstetrics-and-gynaecology-course,,,,,,,,,
"Sathyabama University - Sathyabama Institute of Science and Technology, Chennai",N/A,4.2/5,164 Reviews,NIRF Ranking: 85,https://www.careers360.com/university/sathyabama-institute-of-science-and-technology-chennai/me-structural-engineering-course,,,,,,,,,
